,,,,계,,관광,,상용,,공용,,유학연수,,기타
년,월,대륙,국적,인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%),인원수,구성비(%)
"2020","11","아시아","필리핀","9,700","15.70","2,228","19.35","9","0.65","38","4.40","28","0.98","7,397","16.38"
"2020","11","아시아","인도네시아","3,723","6.03","1,258","10.93","4","0.29","26","3.01","23","0.81","2,412","5.34"
"2020","11","아시아","태국","391","0.63","120","1.04","4","0.29","5","0.58","41","1.44","221","0.49"
"2020","11","아시아","베트남","1,269","2.05","102","0.89","32","2.31","5","0.58","373","13.08","757","1.68"
"2020","11","아시아","인도","1,938","3.14","438","3.80","53","3.82","5","0.58","13","0.46","1,429","3.17"
"2020","11","아시아","말레이시아","168","0.27","28","0.24","14","1.01","0","0.00","12","0.42","114","0.25"
"2020","11","아시아","싱가포르","216","0.35","13","0.11","41","2.96","0","0.00","9","0.32","153","0.34"
"2020","11","아시아","몽골","171","0.28","58","0.50","0","0.00","1","0.12","93","3.26","19","0.04"
"2020","11","아시아","우즈베키스탄","95","0.15","0","0.00","1","0.07","4","0.46","0","0.00","90","0.20"
"2020","11","아시아","미얀마","4,765","7.71","1,252","10.87","1","0.07","0","0.00","10","0.35","3,502","7.76"
"2020","11","아시아","GCC","158","0.26","19","0.17","5","0.36","19","2.20","31","1.09","84","0.19"
"2020","11","아시아","카자흐스탄","299","0.48","35","0.30","0","0.00","2","0.23","5","0.18","257","0.57"
"2020","11","아시아","터키","356","0.58","8","0.07","16","1.15","6","0.69","15","0.53","311","0.69"
"2020","11","아시아","캄보디아","278","0.45","7","0.06","0","0.00","0","0.00","10","0.35","261","0.58"
"2020","11","아시아","스리랑카","138","0.22","10","0.09","0","0.00","0","0.00","2","0.07","126","0.28"
"2020","11","아시아","방글라데시","212","0.34","12","0.10","0","0.00","0","0.00","2","0.07","198","0.44"
"2020","11","아시아","파키스탄","67","0.11","1","0.01","8","0.58","5","0.58","3","0.11","50","0.11"
"2020","11","아시아","이스라엘","59","0.10","1","0.01","21","1.51","0","0.00","4","0.14","33","0.07"
"2020","11","아시아","이란","25","0.04","0","0.00","2","0.14","0","0.00","11","0.39","12","0.03"
"2020","11","아시아","아시아 기타","272","0.44","18","0.16","77","5.55","16","1.85","26","0.91","135","0.30"
"2020","11","아시아 소계","","35,118","56.86","6,067","52.69","910","65.61","143","16.55","2,379","83.44","25,619","56.74"
"2020","11","아메리카","미국","13,100","21.21","4,164","36.16","57","4.11","632","73.15","43","1.51","8,204","18.17"
"2020","11","아메리카","캐나다","1,294","2.10","77","0.67","16","1.15","4","0.46","5","0.18","1,192","2.64"
"2020","11","아메리카","브라질","74","0.12","2","0.02","4","0.29","0","0.00","2","0.07","66","0.15"
"2020","11","아메리카","멕시코","348","0.56","41","0.36","1","0.07","2","0.23","6","0.21","298","0.66"
"2020","11","아메리카","아메리카 기타","150","0.24","20","0.17","3","0.22","18","2.08","11","0.39","98","0.22"
"2020","11","아메리카 소계","","14,966","24.23","4,304","37.38","81","5.84","656","75.93","67","2.35","9,858","21.83"
"2020","11","유럽","러시아","1,806","2.92","158","1.37","46","3.32","1","0.12","87","3.05","1,514","3.35"
"2020","11","유럽","영국","661","1.07","281","2.44","11","0.79","3","0.35","10","0.35","356","0.79"
"2020","11","유럽","독일","1,132","1.83","25","0.22","48","3.46","3","0.35","33","1.16","1,023","2.27"
"2020","11","유럽","프랑스","958","1.55","30","0.26","47","3.39","6","0.69","87","3.05","788","1.75"
"2020","11","유럽","이탈리아","247","0.40","5","0.04","27","1.95","2","0.23","24","0.84","189","0.42"
"2020","11","유럽","네덜란드","986","1.60","18","0.16","8","0.58","1","0.12","6","0.21","953","2.11"
"2020","11","유럽","우크라이나","1,103","1.79","163","1.42","14","1.01","2","0.23","8","0.28","916","2.03"
"2020","11","유럽","스페인","109","0.18","8","0.07","11","0.79","0","0.00","23","0.81","67","0.15"
"2020","11","유럽","루마니아","262","0.42","78","0.68","1","0.07","0","0.00","2","0.07","181","0.40"
"2020","11","유럽","노르웨이","68","0.11","15","0.13","2","0.14","0","0.00","7","0.25","44","0.10"
"2020","11","유럽","스웨덴","76","0.12","18","0.16","19","1.37","2","0.23","7","0.25","30","0.07"
"2020","11","유럽","폴란드","351","0.57","27","0.23","12","0.87","1","0.12","7","0.25","304","0.67"
"2020","11","유럽","스위스","60","0.10","10","0.09","6","0.43","0","0.00","5","0.18","39","0.09"
"2020","11","유럽","포르투갈","79","0.13","3","0.03","0","0.00","0","0.00","2","0.07","74","0.16"
"2020","11","유럽","오스트리아","118","0.19","2","0.02","5","0.36","0","0.00","2","0.07","109","0.24"
"2020","11","유럽","핀란드","200","0.32","2","0.02","4","0.29","4","0.46","6","0.21","184","0.41"
"2020","11","유럽","벨기에","139","0.23","15","0.13","11","0.79","0","0.00","4","0.14","109","0.24"
"2020","11","유럽","크로아티아","137","0.22","33","0.29","4","0.29","0","0.00","0","0.00","100","0.22"
"2020","11","유럽","그리스","136","0.22","59","0.51","5","0.36","0","0.00","2","0.07","70","0.16"
"2020","11","유럽","불가리아","210","0.34","13","0.11","1","0.07","0","0.00","0","0.00","196","0.43"
"2020","11","유럽","덴마크","80","0.13","8","0.07","6","0.43","4","0.46","0","0.00","62","0.14"
"2020","11","유럽","아일랜드","45","0.07","20","0.17","0","0.00","0","0.00","3","0.11","22","0.05"
"2020","11","유럽","유럽 기타","455","0.74","38","0.33","25","1.80","18","2.08","16","0.56","358","0.79"
"2020","11","유럽 소계","","9,418","15.25","1,029","8.94","313","22.57","47","5.44","341","11.96","7,688","17.03"
"2020","11","오세아니아","오스트레일리아","238","0.39","49","0.43","18","1.30","1","0.12","7","0.25","163","0.36"
"2020","11","오세아니아","뉴질랜드","110","0.18","10","0.09","3","0.22","1","0.12","2","0.07","94","0.21"
"2020","11","오세아니아","오세아니아 기타","30","0.05","1","0.01","0","0.00","0","0.00","0","0.00","29","0.06"
"2020","11","오세아니아 소계","","378","0.61","60","0.52","21","1.51","2","0.23","9","0.32","286","0.63"
"2020","11","아프리카","남아프리카공화국","94","0.15","5","0.04","2","0.14","1","0.12","1","0.04","85","0.19"
"2020","11","아프리카","아프리카 기타","704","1.14","48","0.42","60","4.33","15","1.74","54","1.89","527","1.17"
"2020","11","아프리카 소계","","798","1.29","53","0.46","62","4.47","16","1.85","55","1.93","612","1.36"
"2020","11","기타","국적미상","1","0.00","1","0.01","0","0.00","0","0.00","0","0.00","0","0.00"
"2020","11","기타 소계","","1","0.00","1","0.01","0","0.00","0","0.00","0","0.00","0","0.00"
"2020","11","교포","교포","1,085","1.76","0","0.00","0","0.00","0","0.00","0","0.00","1,085","2.40"
"2020","11","교포 소계","","1,085","1.76","0","0.00","0","0.00","0","0.00","0","0.00","1,085","2.40"
"2020","11 소계","","","61,764","100.00","11,514","100.00","1,387","100.00","864","100.00","2,851","100.00","45,148","100.00"
"2020","12","아시아","중국","7,987","12.81","411","3.46","213","18.17","7","0.91","768","33.30","6,588","14.26"
"2020","12","아시아","일본","951","1.53","33","0.28","256","21.84","8","1.04","57","2.47","597","1.29"
"2020","12","아시아","대만","264","0.42","34","0.29","44","3.75","0","0.00","23","1.00","163","0.35"
"2020","12","아시아","홍콩","59","0.09","7","0.06","15","1.28","0","0.00","21","0.91","16","0.03"
"2020","12","아시아","마카오","3","0.00","0","0.00","1","0.09","0","0.00","0","0.00","2","0.00"
"2020","12","아시아","필리핀","9,718","15.59","2,366","19.89","4","0.34","19","2.46","2","0.09","7,327","15.86"
"2020","12","아시아","인도네시아","4,790","7.68","1,690","14.21","6","0.51","32","4.15","12","0.52","3,050","6.60"
"2020","12","아시아","태국","383","0.61","94","0.79","4","0.34","3","0.39","5","0.22","277","0.60"
"2020","12","아시아","베트남","1,769","2.84","91","0.77","0","0.00","3","0.39","1,053","45.66","622","1.35"
"2020","12","아시아","인도","2,283","3.66","647","5.44","64","5.46","4","0.52","13","0.56","1,555","3.37"
"2020","12","아시아","말레이시아","261","0.42","45","0.38","18","1.54","0","0.00","3","0.13","195","0.42"
"2020","12","아시아","싱가포르","381","0.61","8","0.07","20","1.71","0","0.00","4","0.17","349","0.76"
"2020","12","아시아","몽골","135","0.22","46","0.39","1","0.09","0","0.00","59","2.56","29","0.06"
"2020","12","아시아","우즈베키스탄","174","0.28","5","0.04","3","0.26","3","0.39","5","0.22","158","0.34"
"2020","12","아시아","미얀마","5,927","9.51","1,619","13.61","0","0.00","3","0.39","23","1.00","4,282","9.27"
"2020","12","아시아","GCC","113","0.18","43","0.36","6","0.51","3","0.39","7","0.30","54","0.12"
"2020","12","아시아","카자흐스탄","252","0.40","25","0.21","1","0.09","0","0.00","13","0.56","213","0.46"
"2020","12","아시아","터키","385","0.62","18","0.15","10","0.85","0","0.00","7","0.30","350","0.76"
"2020","12","아시아","캄보디아","428","0.69","7","0.06","0","0.00","0","0.00","5","0.22","416","0.90"
"2020","12","아시아","스리랑카","208","0.33","18","0.15","0","0.00","0","0.00","2","0.09","188","0.41"
"2020","12","아시아","방글라데시","152","0.24","20","0.17","0","0.00","0","0.00","1","0.04","131","0.28"
"2020","12","아시아","파키스탄","135","0.22","9","0.08","16","1.37","5","0.65","28","1.21","77","0.17"
"2020","12","아시아","이스라엘","35","0.06","3","0.03","3","0.26","0","0.00","4","0.17","25","0.05"
"2020","12","아시아","이란","13","0.02","0","0.00","0","0.00","1","0.13","5","0.22","7","0.02"
"2020","12","아시아","아시아 기타","284","0.46","15","0.13","103","8.79","8","1.04","30","1.30","128","0.28"
"2020","12","아시아 소계","","37,090","59.49","7,254","60.99","788","67.24","99","12.84","2,150","93.24","26,799","58.00"
"2020","12","아메리카","미국","12,102","19.41","3,538","29.75","53","4.52","619","80.29","11","0.48","7,881","17.06"
"2020","12","아메리카","캐나다","1,444","2.32","61","0.51","13","1.11","4","0.52","6","0.26","1,360","2.94"
"2020","12","아메리카","브라질","104","0.17","2","0.02","0","0.00","0","0.00","3","0.13","99","0.21"
"2020","12","아메리카","멕시코","318","0.51","44","0.37","1","0.09","5","0.65","2","0.09","266","0.58"
"2020","12","아메리카","아메리카 기타","114","0.18","19","0.16","3","0.26","5","0.65","0","0.00","87","0.19"
"2020","12","아메리카 소계","","14,082","22.59","3,664","30.81","70","5.97","633","82.10","22","0.95","9,693","20.98"
"2020","12","유럽","러시아","1,962","3.15","140","1.18","23","1.96","5","0.65","62","2.69","1,732","3.75"
"2020","12","유럽","영국","554","0.89","228","1.92","16","1.37","1","0.13","4","0.17","305","0.66"
"2020","12","유럽","독일","1,111","1.78","28","0.24","31","2.65","2","0.26","5","0.22","1,045","2.26"
"2020","12","유럽","프랑스","898","1.44","26","0.22","45","3.84","1","0.13","16","0.69","810","1.75"
"2020","12","유럽","이탈리아","161","0.26","5","0.04","16","1.37","6","0.78","0","0.00","134","0.29"
"2020","12","유럽","네덜란드","1,115","1.79","22","0.18","8","0.68","0","0.00","0","0.00","1,085","2.35"
"2020","12","유럽","우크라이나","1,002","1.61","155","1.30","1","0.09","0","0.00","2","0.09","844","1.83"
"2020","12","유럽","스페인","68","0.11","2","0.02","5","0.43","0","0.00","1","0.04","60","0.13"
"2020","12","유럽","루마니아","186","0.30","45","0.38","2","0.17","0","0.00","1","0.04","138","0.30"
"2020","12","유럽","노르웨이","20","0.03","8","0.07","1","0.09","0","0.00","0","0.00","11","0.02"
"2020","12","유럽","스웨덴","39","0.06","6","0.05","6","0.51","0","0.00","3","0.13","24","0.05"
"2020","12","유럽","폴란드","307","0.49","27","0.23","0","0.00","0","0.00","3","0.13","277","0.60"
"2020","12","유럽","스위스","39","0.06","8","0.07","1","0.09","0","0.00","1","0.04","29","0.06"
"2020","12","유럽","포르투갈","260","0.42","0","0.00","2","0.17","0","0.00","0","0.00","258","0.56"
"2020","12","유럽","오스트리아","87","0.14","5","0.04","1","0.09","0","0.00","2","0.09","79","0.17"
"2020","12","유럽","핀란드","168","0.27","2","0.02","1","0.09","3","0.39","0","0.00","162","0.35"
"2020","12","유럽","벨기에","118","0.19","10","0.08","2","0.17","0","0.00","1","0.04","105","0.23"
"2020","12","유럽","크로아티아","117","0.19","45","0.38","4","0.34","0","0.00","0","0.00","68","0.15"
"2020","12","유럽","그리스","169","0.27","64","0.54","11","0.94","0","0.00","0","0.00","94","0.20"
"2020","12","유럽","불가리아","189","0.30","9","0.08","0","0.00","0","0.00","0","0.00","180","0.39"
"2020","12","유럽","덴마크","79","0.13","5","0.04","4","0.34","0","0.00","1","0.04","69","0.15"
"2020","12","유럽","아일랜드","37","0.06","12","0.10","1","0.09","0","0.00","0","0.00","24","0.05"
"2020","12","유럽","유럽 기타","368","0.59","27","0.23","6","0.51","4","0.52","2","0.09","329","0.71"
"2020","12","유럽 소계","","9,054","14.52","879","7.39","187","15.96","22","2.85","104","4.51","7,862","17.02"
"2020","12","오세아니아","오스트레일리아","230","0.37","46","0.39","18","1.54","1","0.13","3","0.13","162","0.35"
"2020","12","오세아니아","뉴질랜드","125","0.20","12","0.10","3","0.26","0","0.00","0","0.00","110","0.24"
"2020","12","오세아니아","오세아니아 기타","32","0.05","2","0.02","0","0.00","0","0.00","0","0.00","30","0.06"
"2020","12","오세아니아 소계","","387","0.62","60","0.50","21","1.79","1","0.13","3","0.13","302","0.65"
"2020","12","아프리카","남아프리카공화국","98","0.16","14","0.12","4","0.34","3","0.39","0","0.00","77","0.17"
"2020","12","아프리카","아프리카 기타","718","1.15","22","0.18","102","8.70","13","1.69","27","1.17","554","1.20"
"2020","12","아프리카 소계","","816","1.31","36","0.30","106","9.04","16","2.08","27","1.17","631","1.37"
"2020","12","기타","국적미상","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"2020","12","기타 소계","","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"2020","12","교포","교포","915","1.47","0","0.00","0","0.00","0","0.00","0","0.00","915","1.98"
"2020","12","교포 소계","","915","1.47","0","0.00","0","0.00","0","0.00","0","0.00","915","1.98"
"2020","12 소계","","","62,344","100.00","11,893","100.00","1,172","100.00","771","100.00","2,306","100.00","46,202","100.00"
"2020 소계","","","","2,519,118","0.00","1,653,471","0.00","29,509","0.00","16,571","0.00","118,462","0.00","701,105","0.00"
"2021","01","아시아","중국","7,346","12.58","455","5.04","162","10.47","4","0.39","271","13.25","6,454","14.43"
"2021","01","아시아","일본","1,299","2.22","16","0.18","328","21.20","14","1.35","137","6.70","804","1.80"
"2021","01","아시아","대만","253","0.43","35","0.39","10","0.65","5","0.48","37","1.81","166","0.37"
"2021","01","아시아","홍콩","61","0.10","11","0.12","14","0.90","1","0.10","7","0.34","28","0.06"
"2021","01","아시아","마카오","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"2021","01","아시아","필리핀","8,087","13.85","1,668","18.46","6","0.39","31","2.99","3","0.15","6,379","14.26"
"2021","01","아시아","인도네시아","3,193","5.47","976","10.80","3","0.19","7","0.68","74","3.62","2,133","4.77"
"2021","01","아시아","태국","628","1.08","92","1.02","5","0.32","4","0.39","5","0.24","522","1.17"
"2021","01","아시아","베트남","1,012","1.73","80","0.89","1","0.06","1","0.10","482","23.56","448","1.00"
"2021","01","아시아","인도","2,725","4.67","769","8.51","68","4.40","3","0.29","27","1.32","1,858","4.15"
"2021","01","아시아","말레이시아","237","0.41","12","0.13","13","0.84","1","0.10","12","0.59","199","0.44"
"2021","01","아시아","싱가포르","86","0.15","3","0.03","21","1.36","1","0.10","3","0.15","58","0.13"
"2021","01","아시아","몽골","119","0.20","39","0.43","0","0.00","6","0.58","54","2.64","20","0.04"
"2021","01","아시아","우즈베키스탄","395","0.68","3","0.03","7","0.45","1","0.10","6","0.29","378","0.85"
"2021","01","아시아","미얀마","5,249","8.99","1,462","16.18","0","0.00","0","0.00","52","2.54","3,735","8.35"
"2021","01","아시아","GCC","102","0.17","34","0.38","4","0.26","0","0.00","15","0.73","49","0.11"
"2021","01","아시아","카자흐스탄","452","0.77","17","0.19","0","0.00","2","0.19","45","2.20","388","0.87"
